time	event
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
1370	0
